64
0.726017 0.656749 0.007100 0.522765 0.433000 0.043581 0.843431 0.480412 0.682503 0.916585 0.483570 0.994753 0.690401 0.651100 0.463165 0.797890 0.386244 0.212401 0.797637 0.616553 0.372017 0.562991 0.255348 0.334860 0.733232 0.806283 0.896522 0.646907 0.145500 0.127774 0.513833 0.871517 0.784523 0.520933 0.394282 0.217523 0.564513 0.237713 0.697935 0.247016 0.154298 0.181505 0.241770 0.844699 0.832605 0.704935 0.642589 0.218849 0.917336 0.440226 0.835402 0.289353 0.003217 0.090750 0.624213 0.736450 0.897034 0.520735 0.383357 0.042534 0.648509 0.897190 0.914051 0.433033 
0.303564 0.582935 0.653524 1.201216 0.727093 0.366713 0.582311 0.901216 0.815366 0.854668 0.747236 0.778531 0.465030 0.459873 0.775111 0.427310 0.789357 0.505662 0.716558 0.888872 0.663152 0.242660 0.474293 0.544649 0.834577 1.088009 0.822026 0.446992 0.708911 0.414646 0.824383 0.430598 0.997581 0.477907 0.213692 0.306551 0.844620 0.377879 1.207767 0.241864 0.814424 0.536880 0.602271 1.279455 0.996753 0.377382 0.288642 0.367986 0.883044 0.587077 1.256858 0.128072 0.411614 0.313029 0.672721 1.246190 0.401038 1.076625 0.275059 0.691825 0.491271 1.099442 1.122424 1.070729 
0.714691 0.889800 0.625591 1.882962 0.924671 0.339097 1.743049 1.843004 1.572260 1.507017 1.649837 1.396173 1.134166 1.552691 1.322047 1.674235 1.042345 0.852872 1.909394 1.681868 1.356690 0.793609 1.056602 1.264833 1.230985 2.016207 1.525335 1.088770 1.008914 0.440999 1.189133 1.248862 2.119869 1.025653 1.358354 1.271070 1.364750 1.117004 2.114074 1.163539 1.639622 0.990441 1.575313 1.773788 1.543132 1.108289 0.674553 0.812007 1.961162 1.599548 2.493874 0.544382 0.408758 0.777006 1.809215 1.639743 1.004142 1.350150 0.955043 1.028657 1.002078 2.144175 2.277519 1.137548 
0.723889 0.878463 0.573267 2.091210 1.276897 0.915587 1.799989 2.004061 1.545381 1.543157 2.039873 1.632146 1.526813 1.991799 1.887009 1.685614 1.360262 1.390136 2.155537 2.041721 1.332215 0.991732 1.609522 1.344365 1.572543 2.026846 2.098067 1.618767 1.735840 0.830094 1.710564 2.020771 2.140944 1.454589 1.389594 1.695455 1.370176 1.296438 2.803438 1.193169 1.842527 1.224847 1.828248 2.473263 2.320570 1.093861 1.540413 0.958445 2.483998 1.698881 3.000165 1.197748 0.797469 0.991224 2.542114 2.370011 1.396674 1.747036 1.266392 1.135446 1.851812 2.976956 3.156217 1.099611 
0.297759 0.307265 0.139943 0.813383 0.854454 0.715114 1.437411 1.590978 1.291577 1.578597 1.404771 1.140833 1.680583 1.314692 1.482294 1.435445 1.071273 0.940496 1.273551 1.851142 1.190836 0.591375 1.519992 0.618716 1.187361 0.972804 1.093181 1.194747 0.810912 0.524035 1.152357 1.437381 1.249557 0.661098 1.717670 1.570916 0.894841 1.203163 1.620101 0.653323 1.371633 1.468613 1.384031 1.510424 1.241513 0.720192 0.870983 1.298319 1.660689 1.253036 2.149462 0.776638 0.892492 1.113194 1.395354 1.079853 1.421238 1.055243 1.260134 1.340652 1.456310 1.412491 1.778033 1.272576 
0.110304 0.219031 0.325794 1.043342 0.904379 0.960362 1.947531 2.307821 1.402305 1.574356 1.649835 1.393639 1.908278 1.606297 1.857323 2.253639 1.906851 1.193672 1.383886 2.275378 2.088928 0.783979 2.155637 1.331088 1.873684 1.228090 1.536976 1.495556 1.331205 1.496781 1.558641 1.754731 1.625092 0.691820 2.727366 1.962968 1.124220 1.856302 2.604124 1.015645 2.306538 2.492829 2.257353 2.548150 1.432461 1.533289 1.596433 2.272659 1.726961 2.300427 2.575848 1.610532 1.237998 1.998167 1.941620 2.139494 2.145019 2.104227 1.568397 1.796331 2.214248 2.154850 2.578874 1.464970 
0.483416 0.641723 0.472468 1.477604 1.078945 0.862752 1.381211 2.375618 1.190898 2.040560 2.278693 1.522264 1.974641 2.024258 1.665247 1.937018 1.840400 1.479872 2.009382 2.461015 1.213626 0.720266 2.097283 0.999379 2.340155 1.453193 1.931969 2.025415 2.069574 1.839505 2.287398 1.930625 2.129439 1.219547 1.250540 2.082572 1.380567 1.277520 2.905447 1.035786 1.445412 1.671983 1.892203 2.867310 2.007856 1.504321 1.787084 1.682023 1.848551 1.293245 2.800576 1.180574 0.866099 1.178884 2.044313 2.999434 1.623141 2.127137 1.722975 1.053853 2.167989 2.803553 2.777658 1.312642 
0.565369 0.691596 0.392847 1.056093 1.039408 0.723187 1.866577 3.234390 1.834660 2.311139 2.330844 2.315715 2.832562 1.666069 1.875262 3.035242 2.213350 1.831275 2.423001 2.643245 1.917207 0.979529 2.154742 1.481024 3.140565 2.354580 2.209687 1.976779 1.763174 2.540235 2.360303 2.088680 2.316069 1.286261 2.538431 1.940439 1.744558 2.366570 2.771390 1.341826 2.563749 3.104603 1.878814 3.453768 2.589168 2.121732 1.944450 2.333990 1.714046 2.022356 2.863939 1.325654 1.376886 2.146714 2.028614 2.643115 2.848757 3.285894 1.912405 1.488772 3.002839 2.937475 2.703116 2.127542 
0.230608 0.439786 0.548370 1.434888 1.068957 0.995080 1.770926 2.853769 2.206090 1.977931 2.299694 2.356219 2.741440 2.162116 2.752359 3.052096 2.696985 1.835086 2.758490 2.445538 2.589309 1.058916 2.281367 1.705769 2.615382 2.375207 2.159938 1.746790 2.146138 2.582238 2.339331 2.432750 2.344543 1.990692 2.531886 2.932216 2.055598 2.489558 3.380357 1.567406 3.298474 3.209685 3.084690 3.337492 3.186901 2.281950 2.615980 2.670974 2.591957 2.686826 3.485860 1.932736 2.094589 2.669987 2.859233 3.561797 2.219872 3.523087 2.613197 1.899094 2.830471 3.101148 3.704971 2.153851 
0.722140 0.926160 0.620302 1.791229 1.260241 0.905995 2.039469 3.661278 2.035132 3.183936 3.088853 2.862871 3.352077 3.345203 3.102863 3.540070 3.117539 2.550831 3.712202 3.133639 3.107446 1.264360 2.593826 2.922790 4.344273 3.900613 3.114342 3.451946 2.827525 4.118096 3.454810 2.847758 3.899829 2.807403 3.137592 2.728527 2.740459 3.121674 3.836743 2.650339 3.239358 3.278940 2.625923 4.834542 3.440576 3.394014 3.418617 2.936856 2.469450 2.568560 4.242277 1.832828 1.726284 2.943996 2.998991 4.932480 3.448025 4.177958 3.336491 2.220130 3.672051 4.456244 4.822438 2.161112 
